Rating,Name,Symbol,Rating Agency Name,Date,Sector,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,pretaxProfitMargin,grossProfitMargin,operatingProfitMargin,returnOnAssets,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,cashPerShare,companyEquityMultiplier,ebitPerRevenue,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover
BB,Open Text Corporation,OTEX,Standard & Poor's Ratings Services,12/14/2016,Technology,2.492102428,2.356828095,1.913117019,57.2049985,0.155943775,0.15939729,0.685346349,0.202037794,0.05519384,0.064860482,0.143772844,0.353934232,9.932636393,1.604871185,0.616103857,0.021604185,0.866832661,3.751866824,10.66658983,2.604871185,0.15939729,7.295155984,4.328248108,0.288188757,2.229559138
BBB,Open Text Corporation,OTEX,Standard & Poor's Ratings Services,5/25/2016,Technology,1.759336717,1.591368554,1.119221213,56.00025001,0.126532129,0.143658706,0.675047532,0.188297316,0.053395754,0.070698827,0.12809766,0.421993645,11.54424975,1.399023334,0.583163704,0.118920179,0.852693244,3.652860138,5.824828818,2.399023334,0.143658706,6.093736354,4.283908856,0.282426804,2.493205452
BBB,Open Text Corporation,OTEX,Moody's Investors Service,1/28/2015,Technology,1.236181262,1.092343643,0.648433131,65.80854977,0.134255638,0.170206912,0.685067819,0.184974571,0.055663473,0.084859095,0.132851889,0.414608086,11.42055096,1.386697818,0.581011055,0.211405428,0.898208459,3.13073015,3.575463342,2.386697818,0.170206912,7.561699112,3.485527349,0.256741095,2.205911517
BBB,Open Text Corporation,OTEX,Standard & Poor's Ratings Services,9/13/2013,Technology,1.358427909,1.222566364,0.891191798,46.83244263,0.108938662,0.130716126,0.643591895,0.144986269,0.055943592,0.083787273,0.111067239,0.513532948,15.4286361,0.985343342,0.496308785,0.166601201,0.926848183,5.037250017,8.027523719,1.985343342,0.130716126,2.719753046,5.434816736,0.233619592,2.578519765
BBB,Open Text Corporation,OTEX,Standard & Poor's Ratings Services,7/31/2012,Technology,1.656353552,1.518134867,1.174673094,49.47303998,0.103666086,0.113745815,0.65380758,0.123696348,0.051210718,0.069796929,0.106134347,0.493996833,14.87823601,1.072502612,0.517491561,0.088616258,0.902356561,4.153895319,9.669148385,2.072502612,0.113745815,2.166011542,4.603385732,0.220700587,3.173197504
BBB,Open Text Corporation,OTEX,Standard & Poor's Ratings Services,11/10/2011,Technology,1.240229866,1.056178423,0.684059869,54.5990092,0.11923221,0.128396027,0.669970957,0.145751053,0.063757689,0.087457399,0.118527676,0.534735451,13.27726309,0.859033426,0.462086057,0.071371503,0.83575918,3.268549503,4.978187361,1.859033426,0.128396027,3.477372445,3.910874783,0.216026664,2.70116991
A,"Dominion Energy, Inc.",D,Egan-Jones Ratings Company,12/8/2014,Public Utilities,0.780077799,0.328980272,0.044178939,44.43631393,0.105339337,0.142972017,1.0,0.218800257,0.02411324,0.037726241,0.113370835,0.228910118,0.342872898,3.701601039,0.787306496,0.254218223,-0.554230881,-3.270979921,1.465591213,4.701601039,0.142972017,12.14171954,5.901836279,0.276535864,0.0
A,"Dominion Energy, Inc.",D,Egan-Jones Ratings Company,8/23/2013,Public Utilities,0.849299399,0.385759222,0.045181584,47.15510671,0.129344512,0.138109756,1.0,0.252743902,0.03387496,0.042039813,0.145765332,0.261897157,0.402108618,3.303040715,0.767606196,0.492273731,-0.19545587,-1.159495421,1.733195092,4.303040715,0.138109756,12.60833723,5.932261966,0.261661585,3.32619863
A,"Dominion Energy, Inc.",D,Egan-Jones Ratings Company,9/21/2015,Public Utilities,0.516133005,0.253940887,0.074753695,37.49037062,0.162543867,0.242061114,1.0,0.302661988,0.032297566,0.055804408,0.149952622,0.198700614,0.281152236,3.642845862,0.784614861,0.320014144,-0.245810056,-1.856853477,1.455097907,4.642845862,0.242061114,12.46560457,7.554017556,0.383035179,0.0
A,"Dominion Energy, Inc.",D,Egan-Jones Ratings Company,5/1/2013,Public Utilities,0.662115162,0.30748422,0.031946412,45.18941419,0.02306576,0.037959215,1.0,0.088291453,0.006447756,0.01271913,0.028576836,0.279537982,0.42547038,3.432059046,0.774371237,0.293762575,-0.001933768,-0.013964043,1.337057078,4.432059046,0.037959215,18.93055329,7.221155525,0.315970366,3.296394019
BB,Xerox Holdings Corporation,XRX,Egan-Jones Ratings Company,9/6/2013,Technology,1.49683433,1.622054168,0.310235667,136.0859242,0.05793262,0.070578826,0.324152754,0.062131361,0.039915966,0.060471092,0.094227642,0.68900675,9.879506173,1.322601626,0.56027001,0.17917847,0.856421053,6.608647249,5.73139319,2.360650407,0.070578826,5.637742352,7.716586636,0.118714386,8.315498155
BB,Xerox Holdings Corporation,XRX,Egan-Jones Ratings Company,2/12/2015,Technology,1.460500329,1.368828176,0.232225148,198.8082656,0.079895891,0.095512264,0.40302863,0.085968925,0.036625931,0.056111574,0.094867953,0.45842071,7.693567961,1.550477618,0.598597151,0.163501239,0.94037809,6.797740893,4.944130103,2.590185428,0.095512264,9.043012221,7.228731682,0.162709993,4.778409091
BBB,Xerox Holdings Corporation,XRX,Moody's Investors Service,6/15/2012,Technology,1.239931045,1.54583921,0.141357154,149.3666667,0.05913242,0.076347032,0.334429224,0.070091324,0.043000398,0.070444491,0.109043449,0.727188206,10.20979021,1.493937353,0.589122061,0.225478469,0.758796532,4.291111038,2.601197685,2.535870664,0.076347032,5.204978754,5.655153726,0.089543379,7.23015873
BB,Xerox Holdings Corporation,XRX,Egan-Jones Ratings Company,8/24/2015,Technology,1.272363913,1.196041112,0.233726684,160.9629307,0.039075447,0.055909289,0.399651112,0.080593109,0.017540425,0.031596589,0.049371832,0.448886105,9.459570957,1.771545074,0.629380212,0.301092044,0.965238982,6.143799948,4.851824011,2.814745426,0.055909289,10.70743006,6.365055766,0.14051461,5.128912072
BBB,Xerox Holdings Corporation,XRX,Moody's Investors Service,10/11/2016,Technology,1.502363558,1.488611947,0.477653631,159.4396992,-0.04372853,-0.037972333,0.399684338,0.052734194,-0.026092737,-0.030529223,-0.100021236,0.596698244,9.489867841,2.779783394,0.725167581,-0.151589242,0.827067669,2.60412422,8.771163851,3.83329794,-0.037972333,67.55687573,3.148622921,0.074087828,5.742451155
BBB,UGI Corporation,UGI,Egan-Jones Ratings Company,2/24/2014,Public Utilities,1.142045056,0.79928416,0.273212155,37.82562164,0.038653453,0.074221302,0.398946447,0.115515588,0.027785549,0.062209485,0.111574724,0.718837423,1.60588813,3.0155667,0.750969147,0.304868914,0.393636931,2.769414429,3.452331838,4.0155667,0.074221302,5.33512827,7.035453771,0.111401448,9.156044887
BBB,UGI Corporation,UGI,Egan-Jones Ratings Company,12/22/2014,Public Utilities,1.162205605,0.773778741,0.293172129,30.1928769,0.040737922,0.05970546,0.374711561,0.121488891,0.033409294,0.05705314,0.126809823,0.820103042,1.82170918,2.795645143,0.736540176,0.47592068,0.545653471,3.175999954,2.445971528,3.795645143,0.05970546,7.019940636,5.820543845,0.121464729,11.25641583
BBB,UGI Corporation,UGI,Egan-Jones Ratings Company,9/1/2015,Public Utilities,0.869497886,0.591101316,0.220203705,33.80468084,0.041996084,0.088445846,0.44157164,0.12477769,0.026643658,0.066736583,0.104383358,0.63443195,1.339800965,2.917756315,0.744751863,0.300439338,0.578449905,3.888744476,2.152904139,3.917756315,0.088445846,8.005150579,6.722698784,0.173932537,9.510053449
A,Dover Corporation,DOV,Egan-Jones Ratings Company,4/23/2015,Technology,1.420460597,0.916136679,0.334214168,55.87224136,0.099995124,0.141138319,0.383639024,0.156781458,0.085280766,0.155183972,0.209481926,0.852849247,9.261755005,1.456379493,0.59289678,0.288854851,0.825258587,4.704070981,4.088864493,2.456379493,0.141138319,7.736958032,5.700117582,0.122558666,7.765692342
A,Dover Corporation,DOV,Egan-Jones Ratings Company,7/23/2015,Technology,1.770634049,1.08447522,0.264913523,58.79249073,0.125041707,0.115091174,0.369181884,0.132363547,0.100911011,0.110389667,0.238664042,0.807018824,8.142998283,1.365094147,0.577183851,0.255716266,0.837469536,5.042590043,2.297851147,2.365094147,0.115091174,7.891544736,6.021222061,0.136431364,6.74189866
A,Dover Corporation,DOV,Egan-Jones Ratings Company,6/12/2014,Technology,2.005571993,1.338827542,0.497581054,56.82502764,0.114908418,0.141745533,0.382571883,0.155092898,0.092555184,0.134171825,0.186545495,0.805469133,7.379497744,1.015505646,0.50384659,0.219496013,0.79907015,5.49919134,4.693625891,2.015505646,0.141745533,6.91248766,6.881988194,0.135018356,7.782709204
A,Dover Corporation,DOV,Moody's Investors Service,11/2/2016,Technology,1.334415802,0.832001249,0.179942669,67.9680777,0.07489938,0.101456771,0.363827579,0.105153082,0.050305699,0.084315016,0.133927899,0.671643737,7.18468599,1.662280847,0.624382228,0.261760661,0.808341309,4.488600859,2.249202801,2.662280847,0.101456771,12.18946028,5.552853489,0.12686659,5.205683846
A,Dover Corporation,DOV,Fitch Ratings,6/15/2012,Technology,2.823926562,1.992566799,1.003137207,54.64642447,0.112607199,0.137754052,0.383820159,0.152301092,0.094221724,0.131971813,0.181570432,0.836729131,7.94322939,0.927054865,0.481073415,0.227179674,0.743147277,4230.748539,6492.048719,1.927054865,0.137754052,0.652842772,5693.014923,0.133108222,9.006250873
BBB,"Caterpillar, Inc.",CAT,Egan-Jones Ratings Company,1/27/2014,Capital Goods,1.40436678,0.753745833,0.222771733,55.17365603,0.068078913,0.092137416,0.268237027,0.101121173,0.044631078,0.089029323,0.181482901,0.65557859,3.259502196,3.066289875,0.754075575,0.257215289,0.752526739,11.88623683,18.849969,4.066289875,0.092137416,6.815104991,15.79510229,0.183106943,6.208384146
A,"Caterpillar, Inc.",CAT,Moody's Investors Service,6/15/2012,Capital Goods,1.334967263,0.574174574,0.107034067,62.42350926,0.08194486,0.111826133,0.275366657,0.118943098,0.060506348,0.127162712,0.381158636,0.738378803,4.17770059,5.299481785,0.841256784,0.255762082,0.641226819,6.968992248,9.479069767,6.299481785,0.111826133,7.594054752,10.86821705,0.116565233,5.339786791
BBB,"Caterpillar, Inc.",CAT,Egan-Jones Ratings Company,2/13/2015,Capital Goods,1.394231804,0.804211357,0.263335366,51.17434401,0.066957814,0.092110032,0.279374456,0.096549725,0.043634345,0.089483135,0.219600618,0.651669206,3.32894975,4.032746939,0.801301354,0.271493213,0.808985975,10.56059624,23.78807518,5.032746939,0.092110032,5.572781062,13.05411536,0.146002464,6.103914045
BBB,"Caterpillar, Inc.",CAT,Egan-Jones Ratings Company,10/23/2015,Capital Goods,1.308519941,0.745732426,0.245599361,51.98091936,0.04471294,0.060730467,0.28225309,0.069260386,0.026778093,0.054699774,0.141215989,0.59888913,2.921752641,4.273563991,0.810374919,0.259894921,0.792059925,8.89618038,21.73986202,5.273563991,0.060730467,5.61333418,11.23170116,0.141988045,6.717499502
A,"Caterpillar, Inc.",CAT,Standard & Poor's Ratings Services,10/21/2016,Capital Goods,1.223289454,0.777475892,0.274299709,56.64854555,-0.001738589,0.003606923,0.265407271,0.012922646,-0.000896873,0.002861731,-0.005070764,0.515862604,2.515141626,4.653825778,0.823128614,1.381294964,0.80224679,7.699811741,24.53534143,5.653825778,0.003606923,15.29569564,9.597809345,0.145522485,6.135457304
A,"Caterpillar, Inc.",CAT,Standard & Poor's Ratings Services,8/20/2012,Capital Goods,1.42913796,0.708183499,0.184506806,55.91772296,0.086239089,0.125024668,0.2856926,0.130140417,0.063577152,0.138185601,0.323114549,0.737219661,4.001883239,4.082243203,0.803236492,0.306945119,0.360809006,2.897640208,16.82500766,5.082243203,0.125024668,5.674599508,8.030953111,0.079559772,6.968014216
BBB,"American Axle & Manufacturing Holdings, Inc.",AXL,Egan-Jones Ratings Company,12/5/2014,Capital Goods,1.658178114,1.766880093,0.362630966,52.53787879,0.038690476,0.047808442,0.141450216,0.072402597,0.043875798,0.0687014,1.261022928,1.134020619,3.483177834,27.74074074,0.965206186,0.190718732,0.351444724,1.478203435,9.011889036,28.74074074,0.047808442,6.696245989,4.206076618,0.086147186,7.142021157
BB,"American Axle & Manufacturing Holdings, Inc.",AXL,Egan-Jones Ratings Company,1/7/2014,Capital Goods,1.495727777,1.457052916,0.230849948,52.12172232,0.029464035,0.026907368,0.149253266,0.074922832,0.031198415,0.03653838,2.8125,1.058864312,3.030042513,89.14880952,0.98890723,-0.095017381,-0.129596413,-0.376792699,6.701434159,90.14880952,0.026907368,7.088507069,2.907431551,0.069528887,6.12068192
BBB,"American Axle & Manufacturing Holdings, Inc.",AXL,Egan-Jones Ratings Company,11/30/2015,Capital Goods,1.607837529,2.064502288,0.404033181,50.40480644,0.060362276,0.069867541,0.162793677,0.091747585,0.073562931,0.108927501,0.781426202,1.21869048,3.73073982,9.622553897,0.90586068,0.136046938,0.487552966,2.425559947,11.91699605,10.6225539,0.069867541,3.745081761,4.974967062,0.096743614,7.917858008
AA,Oracle Corporation,ORCL,Egan-Jones Ratings Company,9/30/2015,Technology,4.132038454,3.922961219,1.420181806,53.64333176,0.259980118,0.335740072,0.923376759,0.362868205,0.089609839,0.134230013,0.204220866,0.344679585,10.37059143,1.279000473,0.561211148,0.225650616,1.0,3.255222525,12.34514078,2.279000473,0.335740072,14.25443011,3.255222525,0.3750327,3.633995037
AA,Oracle Corporation,ORCL,Egan-Jones Ratings Company,1/14/2014,Technology,3.238968303,2.97273151,1.135254817,59.38367402,0.293840775,0.37380312,0.904599247,0.394943518,0.133537867,0.20159559,0.244691812,0.454456559,12.17818539,0.83237771,0.454260989,0.213915671,1.0,2.982595932,6.755294611,1.83237771,0.37380312,10.41337442,2.982595932,0.382571275,8.465393795
AA,Oracle Corporation,ORCL,Egan-Jones Ratings Company,9/23/2014,Technology,3.345472236,3.12085621,1.234901661,58.04715872,0.286218158,0.358040496,0.922821685,0.38560418,0.121258744,0.180422619,0.23369171,0.423658461,12.50408363,0.927215325,0.481116621,0.200598365,1.0,3.295273852,8.573100707,1.927215325,0.358040496,12.86847618,3.295273852,0.389836708,6.271762208
A,Oracle Corporation,ORCL,Standard & Poor's Ratings Services,4/24/2012,Technology,2.760287486,2.499718151,1.13888106,67.91364887,0.239935995,0.320335748,0.942254786,0.337796867,0.116230366,0.192288897,0.214878319,0.484422384,12.46832342,0.848727876,0.459087509,0.250985891,1.0,2.221473851,5.71473851,1.848727876,0.320335748,13.95808859,2.221473851,0.314805457,2.934379458
BBB,Sempra Energy,SRE,Egan-Jones Ratings Company,12/26/2013,Public Utilities,0.914854658,0.530556191,0.206912337,45.22307474,0.094818604,0.135455148,1.0,0.051056171,0.026876812,0.043498099,0.090933866,0.283455053,0.414650432,2.383357558,0.704435614,0.255944056,-0.441704036,-3.231322505,4.141669708,3.383357558,0.135455148,16.61398747,7.31558293,0.168987402,0.0
A,Sempra Energy,SRE,Egan-Jones Ratings Company,11/6/2015,Public Utilities,0.626843018,0.382914137,0.087380746,45.77216303,0.131854169,0.116215424,0.993549018,0.059427231,0.032782503,0.032541464,0.114234906,0.248626974,0.364884625,2.484630367,0.713025516,0.286795627,-0.086402754,-1.011081616,1.945627173,3.484630367,0.116215424,16.02397273,11.70196053,0.283940964,0.058252427
A,Sempra Energy,SRE,Egan-Jones Ratings Company,4/14/2015,Public Utilities,0.825409351,0.37581377,0.112448215,41.08110557,0.105210693,0.138106026,0.992931581,0.047213412,0.029220779,0.043966189,0.102507505,0.27773583,0.426028878,2.508034611,0.714940099,0.196850394,-0.445164276,-3.912302606,2.696316661,3.508034611,0.138106026,18.77899465,8.788446913,0.195831445,0.065108514
BBB,Sempra Energy,SRE,Fitch Ratings,6/15/2012,Public Utilities,0.560172952,0.368724478,0.060533269,43.57014747,0.135213232,0.171482662,1.0,0.048425668,0.040682336,0.058952489,0.13793454,0.300875405,0.425759376,2.39052653,0.705060559,0.212667054,-0.523299411,-4.075588186,1.405806775,3.39052653,0.171482662,13.26955343,7.788252962,0.186030291,0.0
BBB,Sempra Energy,SRE,Moody's Investors Service,10/6/2016,Public Utilities,0.524717395,0.307406783,0.058883077,49.8232348,0.134537955,0.179711284,0.992045566,0.054699008,0.028669485,0.043718197,0.105783337,0.213095886,0.309222313,2.689753687,0.728979199,0.212568306,-0.81716257,-7.573426266,1.726501397,3.689753687,0.179711284,17.15133388,9.267955415,0.227732495,0.060178306
BBB,Sempra Energy,SRE,Moody's Investors Service,9/19/2012,Public Utilities,0.8677783,0.403006106,0.111554721,43.35959366,0.089043226,0.097750596,1.0,0.043536851,0.023534891,0.029248472,0.083544058,0.264308611,0.38295423,2.54979576,0.718293652,0.062566278,-0.46481665,-3.886520238,2.361744708,3.54979576,0.097750596,16.02101109,8.361404948,0.209184202,0.0
BB,TransAlta Corporation,TAC,Standard & Poor's Ratings Services,9/30/2015,Public Utilities,1.364595545,0.875760681,0.045774388,91.29025143,0.009704455,0.056021173,0.555359506,0.065284517,0.002009683,0.038700558,0.006545671,0.2070887,0.316046285,1.950907468,0.598976889,0.826771654,-0.145833333,-0.229032392,1.69459976,3.257066349,0.166740185,7.327835405,1.570507829,0.190560212,3.017964072
BB,TransAlta Corporation,TAC,Standard & Poor's Ratings Services,9/30/2016,Public Utilities,1.276910435,0.820870994,0.186470439,107.0483938,0.070504798,0.086357947,0.59824781,0.201084689,0.015369225,0.046579445,0.048134435,0.217988359,0.351260258,1.803759613,0.575936704,0.183574879,0.52688172,1.380003819,2.251856435,3.131871262,0.181894034,6.23806619,2.619190921,0.310387985,2.331719128
A,OGE Energy Corp,OGE,Egan-Jones Ratings Company,9/2/2014,Public Utilities,1.231118088,1.06401535,0.009593581,28.09180221,0.161346867,0.231788349,0.548897314,0.21882516,0.041541594,0.063498799,0.121994822,0.257467621,0.351452027,1.936690914,0.659480678,0.303904326,0.211058758,0.764558233,2.114457831,2.936690914,0.231788349,11.92575898,3.62248996,0.294158412,6.178671133
A,OGE Energy Corp,OGE,Egan-Jones Ratings Company,8/27/2015,Public Utilities,0.757438895,0.532412327,0.09989373,28.75938823,0.123492194,0.167827393,0.606263371,0.219035914,0.028268073,0.041686453,0.081569453,0.228905745,0.300024582,1.88556825,0.653447809,0.264171413,0.36699792,1.591182365,1.140781563,2.88556825,0.167827393,10.03156507,4.335671343,0.393918704,3.295238095
A,OGE Energy Corp,OGE,Moody's Investors Service,1/31/2014,Public Utilities,0.635033827,0.53538124,0.006216859,22.83397845,0.135160582,0.182759703,0.501726122,0.193011821,0.042431607,0.065179271,0.127621744,0.313934776,0.429759621,2.007704718,0.667520553,0.248616676,-0.589537869,-1.853683148,2.049445005,3.007704718,0.182759703,10.71484333,3.144298688,0.217317014,5.692828685
BBB,OGE Energy Corp,OGE,Moody's Investors Service,6/15/2012,Public Utilities,0.653680521,0.331096645,0.00460691,30.06013943,0.087566077,0.133890038,0.418294645,0.16514722,0.038502133,0.066304142,0.133772871,0.439692342,0.523936313,2.474427496,0.712182798,0.30650391,-0.523444058,-4.458631256,0.082737487,3.474427496,0.133890038,5.853838331,8.517875383,0.212952323,5.870876289
BBB,OGE Energy Corp,OGE,Moody's Investors Service,7/6/2012,Public Utilities,0.62221874,0.233155751,0.001410216,29.35947374,0.096698627,0.141670299,0.47736435,0.184381129,0.035778356,0.060156377,0.128288523,0.369998589,0.439938644,2.585646141,0.721110238,0.259757739,-0.099894848,-1.059837728,0.023326572,3.585646141,0.141670299,5.866347818,10.60953347,0.284947701,4.836652382
BB,Western Digital Corporation,WDC,Standard & Poor's Ratings Services,11/14/2016,Technology,1.810908044,1.415887178,1.172974529,41.03932584,0.01862398,0.011774665,0.264352778,0.035862706,0.007364129,0.005904372,0.021713773,0.395411113,3.70939195,1.94858681,0.660854482,-0.581699346,0.705496722,5.853556485,35.05439331,2.94858681,0.011774665,10.3882186,8.29707113,0.152608896,5.063029661
BB,Western Digital Corporation,WDC,Moody's Investors Service,3/14/2016,Technology,2.627082048,2.103022825,1.549660703,38.37359319,0.100535273,0.108221246,0.289665111,0.110554488,0.096502207,0.132088115,0.158910945,0.959884066,4.914671164,0.646707886,0.392727752,0.071020926,0.727029438,7.025862069,22.78448276,1.646707886,0.108221246,6.331713761,9.663793103,0.153856712,5.502923977
BB,ON Semiconductor Corporation,ON,Standard & Poor's Ratings Services,1/27/2016,Technology,1.526264827,0.842411038,0.49834584,44.5208536,0.058985068,0.062875451,0.341323874,0.074689628,0.053287161,0.083564612,0.128217883,0.903400868,2.74374068,1.406168387,0.584401489,0.049135578,0.424564386,0.474358974,1.4662868,2.406168387,0.062875451,6.857233177,1.117283951,0.134618685,6.818477939
BB,ON Semiconductor Corporation,ON,Moody's Investors Service,6/15/2012,Technology,1.668130145,1.065229322,0.511877695,48.47863347,0.00336984,0.01098103,0.293059873,0.03294309,0.002986996,0.014493865,0.007900831,0.886391142,3.102568725,1.645075603,0.621938973,0.605820106,0.419981668,0.512872174,2.018132975,2.645075603,0.01098103,11.80278947,1.221177524,0.158469628,5.386232846
BB,ON Semiconductor Corporation,ON,Standard & Poor's Ratings Services,9/19/2016,Technology,1.909423666,1.103354186,0.684214029,58.83872124,0.046609844,0.046225908,0.331951163,0.060431544,0.026298307,0.033309971,0.099879333,0.564222171,1.80950396,2.797937692,0.736699209,-0.021594684,0.637474191,0.89234104,2.476156069,3.797937692,0.046225908,13.56288795,1.399807322,0.148762446,6.013824885
BB,"Amkor Technology, Inc.",AMKR,Standard & Poor's Ratings Services,5/28/2015,Technology,1.709913073,1.316476113,0.642238685,54.78114135,0.041664323,0.043483179,0.176652053,0.070766655,0.035865605,0.046366807,0.116808737,0.860822934,1.418297774,2.256845557,0.69295443,0.248717647,-0.109480395,-0.291322439,1.961887218,3.256845557,0.043483179,3.589302342,2.660955312,0.196172159,8.337894992
BB,"Amkor Technology, Inc.",AMKR,Standard & Poor's Ratings Services,5/15/2013,Technology,1.672330443,1.254200332,0.63290057,51.54475954,0.015153942,0.021635081,0.153579611,0.05533229,0.01382315,0.025163661,0.063557538,0.912181779,1.516259892,3.597905632,0.782509673,0.28475956,-0.371274061,-0.902214172,2.678404797,4.597905632,0.021635081,3.107299073,2.43004903,0.140988047,5.312559847
BB,"Amkor Technology, Inc.",AMKR,Standard & Poor's Ratings Services,12/16/2016,Technology,1.401760633,1.108350627,0.54642469,52.78719115,0.042168822,0.055258646,0.178618951,0.075492438,0.04012379,0.069710749,0.11866972,0.951503707,1.5181947,1.957589976,0.661886871,0.222409682,0.10880694,0.334282441,2.323002662,2.957589976,0.055258646,3.659941613,3.072252923,0.187331889,6.561266233
BB,"Amkor Technology, Inc.",AMKR,Standard & Poor's Ratings Services,5/18/2016,Technology,1.293950799,1.032539305,0.513828542,66.57491343,0.019694911,0.023412234,0.166145913,0.057144432,0.014092724,0.022413674,0.047034357,0.715551559,1.118489331,2.337492125,0.700373825,0.415118087,0.06915883,0.168756597,2.217318978,3.337492125,0.023412234,3.711138422,2.440130885,0.200355127,5.539419928
BB,"Amkor Technology, Inc.",AMKR,Standard & Poor's Ratings Services,5/8/2014,Technology,1.78369053,1.44537989,0.883500064,47.16585939,0.036968662,0.041937797,0.184177984,0.078509361,0.031889844,0.045310891,0.11459727,0.862618307,1.473397413,2.593534926,0.721722476,0.182648181,-0.015640246,-0.046623038,3.296911758,3.593534926,0.041937797,3.061046557,2.980965824,0.188582929,6.602005288
BB,"Amkor Technology, Inc.",AMKR,Standard & Poor's Ratings Services,5/21/2012,Technology,1.552244988,1.188208712,0.676799245,39.24859681,0.03306777,0.036097277,0.176695089,0.069756829,0.033107264,0.047032162,0.132428245,1.001194354,1.676328663,2.999975478,0.749998467,0.071084325,0.097010247,0.262737844,2.43415833,3.999975478,0.036097277,3.343729699,2.708351456,0.1861546,5.384613573
BB,"Spirit Aerosystems Holdings, Inc.",SPR,Standard & Poor's Ratings Services,4/22/2015,Capital Goods,2.42461074,0.823562123,0.300206546,32.51029533,0.052770914,0.038592776,0.160048241,0.052064949,0.069498518,0.067214836,0.221276596,1.316985298,3.812065486,2.183903793,0.685920158,-0.365472561,0.391039823,1.01,3.079285714,3.183903793,0.038592776,12.79812037,2.582857143,0.053182727,9.343913613
BBB,"Spirit Aerosystems Holdings, Inc.",SPR,Standard & Poor's Ratings Services,3/17/2016,Capital Goods,2.261206306,1.024194654,0.656134339,29.50149761,0.118710396,0.121630368,0.167311368,0.129893587,0.136512332,0.187125159,0.372116065,1.149961056,3.405905572,1.725878745,0.633145824,0.025491895,0.72078778,6.716763006,6.916907514,2.725878745,0.121630368,5.750770695,9.318641618,0.194117913,8.949045616
B,"Spirit Aerosystems Holdings, Inc.",SPR,Standard & Poor's Ratings Services,3/4/2014,Capital Goods,2.204402516,0.727762803,0.314989518,33.72622043,-0.104244254,-0.083844992,-0.016524073,-0.061113907,-0.121671366,-0.132516704,-0.419723067,1.167175752,3.305606388,2.44964539,0.710115132,-0.382352941,0.101304682,0.186836518,2.98089172,3.44964539,-0.083844992,-28.20514519,1.844302902,0.043717497,8.039670957
BB,"Williams Companies, Inc. (The)",WMB,Standard & Poor's Ratings Services,6/22/2015,Public Utilities,0.736268017,0.563303467,0.093494351,46.45541443,0.276810266,0.469294225,0.804635328,0.205447165,0.041809228,0.074672889,0.240856785,0.151039298,0.271963249,4.760852227,0.826414572,0.348493304,-0.905910165,-2.663608244,0.6589511,5.760852227,0.469294225,19.01697432,2.94025649,0.276941207,1.724855491
BB,"Williams Companies, Inc. (The)",WMB,Standard & Poor's Ratings Services,6/24/2011,Public Utilities,0.982905983,0.797979798,0.308857809,32.60555324,-0.114080699,-0.095257903,1.0,0.004575707,-0.043929201,-0.040896509,-0.150521405,0.38507128,0.474348856,2.426454446,0.708153132,0.032751092,-0.051678612,-0.234367516,2.044300593,3.426454446,-0.095257903,13.53068173,4.535096963,0.275686356,0.0
BB,"Williams Companies, Inc. (The)",WMB,Standard & Poor's Ratings Services,12/30/2015,Public Utilities,0.611533841,0.473768522,0.040048058,51.27853261,-0.077581522,-0.232744565,0.77513587,0.030706522,-0.011648307,-0.036820497,-0.092875732,0.150142799,0.24882518,6.973324658,0.874581803,0.232924694,-0.182598954,-0.652634361,0.198859959,7.973324658,-0.232744565,19.52593192,3.574140731,0.363858696,2.224462366
BB,"Williams Companies, Inc. (The)",WMB,Standard & Poor's Ratings Services,7/1/2016,Public Utilities,0.495761275,2.648016277,0.05764666,45.65542072,-0.056540872,-0.050006668,0.789305241,0.093345779,-0.009053059,-0.008544866,-0.091320267,0.160115298,0.263789222,9.087228085,0.900864738,0.066666667,0.440229258,2.148738532,9.153119934,10.08722809,-0.050006668,18.02089257,4.880953491,0.48859848,2.53611557
BB,"Williams Companies, Inc. (The)",WMB,Standard & Poor's Ratings Services,2/16/2012,Public Utilities,1.130746269,0.934925373,0.530746269,29.31967213,0.04741488,0.151576293,1.0,0.235435057,0.022785117,0.081068321,0.290123457,0.480547812,0.63036566,11.73302469,0.921464065,0.103161398,0.186972957,1.092509935,1.578447481,12.73302469,0.151576293,7.10438283,5.843144118,0.433669609,0.0
BB,Rent-A-Center Inc.,RCII,Standard & Poor's Ratings Services,10/26/2011,Technology,0.868857228,0.843500111,0.545051123,6.106711091,0.057122307,0.08901236,0.712139128,0.101713492,0.058770005,0.097185172,0.121127067,1.02884509,10.02077039,1.061035499,0.514806999,0.358265445,0.536992457,2.515460548,1.439252795,2.061035499,0.08901236,2.372947106,4.684349873,0.099447502,7.89678672
B,Rent-A-Center Inc.,RCII,Standard & Poor's Ratings Services,6/3/2014,Technology,0.310328215,0.298393651,0.124943475,6.900492014,0.041311353,0.066798897,0.692435336,0.079302348,0.042483269,0.077365637,0.095447065,1.028367897,9.224967162,1.246697744,0.554902299,0.381556357,0.193349809,0.473961755,0.771367053,2.246697744,0.066798897,1.512719915,2.451317422,0.043277732,7.945150875
